date,product_id,quantity_sold
2023-08-29,SKU-1001,32
2023-08-30,SKU-1001,16
2023-08-31,SKU-1001,27
2023-09-01,SKU-1001,10
2023-09-02,SKU-1001,30
2023-09-03,SKU-1001,29
2023-09-04,SKU-1001,27
2023-09-05,SKU-1001,21
2023-09-06,SKU-1001,29
2023-09-07,SKU-1001,21
2023-09-08,SKU-1001,24
2023-09-09,SKU-1001,10
2023-09-10,SKU-1001,40
2023-09-11,SKU-1001,26
2023-09-12,SKU-1001,19
2023-09-13,SKU-1001,16
2023-09-14,SKU-1001,9
2023-09-15,SKU-1001,24
2023-09-16,SKU-1001,43
2023-09-17,SKU-1001,36
2023-09-18,SKU-1001,19
2023-09-19,SKU-1001,20
2023-09-20,SKU-1001,32
2023-09-21,SKU-1001,18
2023-09-22,SKU-1001,28
2023-09-23,SKU-1001,43
2023-09-24,SKU-1001,28
2023-09-25,SKU-1001,18
2023-09-26,SKU-1001,21
2023-09-27,SKU-1001,19
2023-09-28,SKU-1001,23
2023-09-29,SKU-1001,11
2023-09-30,SKU-1001,43
2023-10-01,SKU-1001,23
2023-10-02,SKU-1001,12
2023-10-03,SKU-1001,14
2023-10-04,SKU-1001,8
2023-10-05,SKU-1001,24
2023-10-06,SKU-1001,23
2023-10-07,SKU-1001,30
2023-10-08,SKU-1001,37
2023-10-09,SKU-1001,26
2023-10-10,SKU-1001,15
2023-10-11,SKU-1001,35
2023-10-12,SKU-1001,27
2023-10-13,SKU-1001,16
2023-10-14,SKU-1001,46
2023-10-15,SKU-1001,48
2023-10-16,SKU-1001,32
2023-10-17,SKU-1001,26
2023-10-18,SKU-1001,24
2023-10-19,SKU-1001,19
2023-10-20,SKU-1001,16
2023-10-21,SKU-1001,14
2023-10-22,SKU-1001,29
2023-10-23,SKU-1001,25
2023-10-24,SKU-1001,39
2023-10-25,SKU-1001,10
2023-10-26,SKU-1001,23
2023-10-27,SKU-1001,15
2023-10-28,SKU-1001,20
2023-10-29,SKU-1001,37
2023-10-30,SKU-1001,27
2023-10-31,SKU-1001,18
2023-11-01,SKU-1001,27
2023-11-02,SKU-1001,26
2023-11-03,SKU-1001,35
2023-11-04,SKU-1001,43
2023-11-05,SKU-1001,39
2023-11-06,SKU-1001,27
2023-11-07,SKU-1001,33
2023-11-08,SKU-1001,36
2023-11-09,SKU-1001,30
2023-11-10,SKU-1001,28
2023-11-11,SKU-1001,40
2023-11-12,SKU-1001,17
2023-11-13,SKU-1001,22
2023-11-14,SKU-1001,22
2023-11-15,SKU-1001,36
2023-11-16,SKU-1001,23
2023-11-17,SKU-1001,25
2023-11-18,SKU-1001,31
2023-11-19,SKU-1001,27
2023-11-20,SKU-1001,17
2023-11-21,SKU-1001,26
2023-11-22,SKU-1001,36
2023-11-23,SKU-1001,31
2023-11-24,SKU-1001,22
2023-11-25,SKU-1001,48
2023-11-26,SKU-1001,32
2023-11-27,SKU-1001,35
2023-11-28,SKU-1001,19
2023-11-29,SKU-1001,16
2023-11-30,SKU-1001,30
2023-12-01,SKU-1001,33
2023-12-02,SKU-1001,26
2023-12-03,SKU-1001,32
2023-12-04,SKU-1001,19
2023-12-05,SKU-1001,21
2023-12-06,SKU-1001,40
2023-12-07,SKU-1001,46
2023-12-08,SKU-1001,26
2023-12-09,SKU-1001,31
2023-12-10,SKU-1001,5
2023-12-11,SKU-1001,17
2023-12-12,SKU-1001,20
2023-12-13,SKU-1001,40
2023-12-14,SKU-1001,43
2023-12-15,SKU-1001,25
2023-12-16,SKU-1001,27
2023-12-17,SKU-1001,51
2023-12-18,SKU-1001,39
2023-12-19,SKU-1001,38
2023-12-20,SKU-1001,32
2023-12-21,SKU-1001,30
2023-12-22,SKU-1001,23
2023-12-23,SKU-1001,53
2023-12-24,SKU-1001,37
2023-12-25,SKU-1001,28
2023-12-26,SKU-1001,34
2023-12-27,SKU-1001,31
2023-12-28,SKU-1001,43
2023-12-29,SKU-1001,23
2023-12-30,SKU-1001,37
2023-12-31,SKU-1001,21
2024-01-01,SKU-1001,33
2024-01-02,SKU-1001,17
2024-01-03,SKU-1001,21
2024-01-04,SKU-1001,22
2024-01-05,SKU-1001,23
2024-01-06,SKU-1001,17
2024-01-07,SKU-1001,34
2024-01-08,SKU-1001,33
2024-01-09,SKU-1001,27
2024-01-10,SKU-1001,28
2024-01-11,SKU-1001,18
2024-01-12,SKU-1001,15
2024-01-13,SKU-1001,30
2024-01-14,SKU-1001,52
2024-01-15,SKU-1001,23
2024-01-16,SKU-1001,38
2024-01-17,SKU-1001,18
2024-01-18,SKU-1001,27
2024-01-19,SKU-1001,25
2024-01-20,SKU-1001,26
2024-01-21,SKU-1001,36
2024-01-22,SKU-1001,22
2024-01-23,SKU-1001,15
2024-01-24,SKU-1001,22
2024-01-25,SKU-1001,18
2024-01-26,SKU-1001,21
2024-01-27,SKU-1001,43
2024-01-28,SKU-1001,30
2024-01-29,SKU-1001,19
2024-01-30,SKU-1001,20
2024-01-31,SKU-1001,27
2024-02-01,SKU-1001,32
2024-02-02,SKU-1001,20
2024-02-03,SKU-1001,40
2024-02-04,SKU-1001,23
2024-02-05,SKU-1001,18
2024-02-06,SKU-1001,27
2024-02-07,SKU-1001,32
2024-02-08,SKU-1001,28
2024-02-09,SKU-1001,34
2024-02-10,SKU-1001,21
2024-02-11,SKU-1001,28
2024-02-12,SKU-1001,10
2024-02-13,SKU-1001,26
2024-02-14,SKU-1001,20
2024-02-15,SKU-1001,32
2024-02-16,SKU-1001,13
2024-02-17,SKU-1001,30
2024-02-18,SKU-1001,22
2024-02-19,SKU-1001,19
2024-02-20,SKU-1001,24
2024-02-21,SKU-1001,18
2024-02-22,SKU-1001,27
2024-02-23,SKU-1001,25
2024-02-24,SKU-1001,33
2024-02-25,SKU-1001,43
2024-02-26,SKU-1001,25
2024-02-27,SKU-1001,27
2024-02-28,SKU-1001,16
2024-02-29,SKU-1001,35
2024-03-01,SKU-1001,28
2024-03-02,SKU-1001,36
2024-03-03,SKU-1001,29
2024-03-04,SKU-1001,47
2024-03-05,SKU-1001,25
2024-03-06,SKU-1001,13
2024-03-07,SKU-1001,37
2024-03-08,SKU-1001,24
2024-03-09,SKU-1001,24
2024-03-10,SKU-1001,11
2024-03-11,SKU-1001,35
2024-03-12,SKU-1001,27
2024-03-13,SKU-1001,29
2024-03-14,SKU-1001,12
2024-03-15,SKU-1001,18
2024-03-16,SKU-1001,17
2024-03-17,SKU-1001,30
2024-03-18,SKU-1001,47
2024-03-19,SKU-1001,38
2024-03-20,SKU-1001,29
2024-03-21,SKU-1001,16
2024-03-22,SKU-1001,5
2024-03-23,SKU-1001,34
2024-03-24,SKU-1001,38
2024-03-25,SKU-1001,20
2024-03-26,SKU-1001,32
2024-03-27,SKU-1001,21
2024-03-28,SKU-1001,29
2024-03-29,SKU-1001,25
2024-03-30,SKU-1001,36
2024-03-31,SKU-1001,47
2024-04-01,SKU-1001,11
2024-04-02,SKU-1001,38
2024-04-03,SKU-1001,35
2024-04-04,SKU-1001,4
2024-04-05,SKU-1001,28
2024-04-06,SKU-1001,30
2024-04-07,SKU-1001,30
2024-04-08,SKU-1001,30
2024-04-09,SKU-1001,34
2024-04-10,SKU-1001,19
2024-04-11,SKU-1001,14
2024-04-12,SKU-1001,25
2024-04-13,SKU-1001,27
2024-04-14,SKU-1001,36
2024-04-15,SKU-1001,24
2024-04-16,SKU-1001,12
2024-04-17,SKU-1001,26
2024-04-18,SKU-1001,9
2024-04-19,SKU-1001,21
2024-04-20,SKU-1001,38
2024-04-21,SKU-1001,48
2024-04-22,SKU-1001,25
2024-04-23,SKU-1001,27
2024-04-24,SKU-1001,20
2024-04-25,SKU-1001,22
2024-04-26,SKU-1001,29
2024-04-27,SKU-1001,41
2024-04-28,SKU-1001,44
2024-04-29,SKU-1001,25
2024-04-30,SKU-1001,20
2024-05-01,SKU-1001,14
2024-05-02,SKU-1001,28
2024-05-03,SKU-1001,21
2024-05-04,SKU-1001,20
2024-05-05,SKU-1001,41
2024-05-06,SKU-1001,31
2024-05-07,SKU-1001,29
2024-05-08,SKU-1001,21
2024-05-09,SKU-1001,17
2024-05-10,SKU-1001,27
2024-05-11,SKU-1001,22
2024-05-12,SKU-1001,31
2024-05-13,SKU-1001,24
2024-05-14,SKU-1001,28
2024-05-15,SKU-1001,24
2024-05-16,SKU-1001,20
2024-05-17,SKU-1001,23
2024-05-18,SKU-1001,32
2024-05-19,SKU-1001,30
2024-05-20,SKU-1001,23
2024-05-21,SKU-1001,29
2024-05-22,SKU-1001,27
2024-05-23,SKU-1001,17
2024-05-24,SKU-1001,19
2024-05-25,SKU-1001,29
2024-05-26,SKU-1001,40
2024-05-27,SKU-1001,28
2024-05-28,SKU-1001,29
2024-05-29,SKU-1001,18
2024-05-30,SKU-1001,19
2024-05-31,SKU-1001,28
2024-06-01,SKU-1001,26
2024-06-02,SKU-1001,33
2024-06-03,SKU-1001,29
2024-06-04,SKU-1001,13
2024-06-05,SKU-1001,28
2024-06-06,SKU-1001,22
2024-06-07,SKU-1001,18
2024-06-08,SKU-1001,34
2024-06-09,SKU-1001,44
2024-06-10,SKU-1001,35
2024-06-11,SKU-1001,30
2024-06-12,SKU-1001,25
2024-06-13,SKU-1001,26
2024-06-14,SKU-1001,40
2024-06-15,SKU-1001,34
2024-06-16,SKU-1001,29
2024-06-17,SKU-1001,17
2024-06-18,SKU-1001,29
2024-06-19,SKU-1001,25
2024-06-20,SKU-1001,38
2024-06-21,SKU-1001,18
2024-06-22,SKU-1001,35
2024-06-23,SKU-1001,37
2024-06-24,SKU-1001,20
2024-06-25,SKU-1001,21
2024-06-26,SKU-1001,27
2024-06-27,SKU-1001,12
2024-06-28,SKU-1001,27
2024-06-29,SKU-1001,36
2024-06-30,SKU-1001,40
2024-07-01,SKU-1001,30
2024-07-02,SKU-1001,31
2024-07-03,SKU-1001,25
2024-07-04,SKU-1001,26
2024-07-05,SKU-1001,25
2024-07-06,SKU-1001,34
2024-07-07,SKU-1001,21
2024-07-08,SKU-1001,18
2024-07-09,SKU-1001,27
2024-07-10,SKU-1001,27
2024-07-11,SKU-1001,28
2024-07-12,SKU-1001,32
2024-07-13,SKU-1001,19
2024-07-14,SKU-1001,29
2024-07-15,SKU-1001,26
2024-07-16,SKU-1001,26
2024-07-17,SKU-1001,22
2024-07-18,SKU-1001,20
2024-07-19,SKU-1001,29
2024-07-20,SKU-1001,41
2024-07-21,SKU-1001,30
2024-07-22,SKU-1001,14
2024-07-23,SKU-1001,37
2024-07-24,SKU-1001,13
2024-07-25,SKU-1001,29
2024-07-26,SKU-1001,24
2024-07-27,SKU-1001,49
2024-07-28,SKU-1001,37
2024-07-29,SKU-1001,15
2024-07-30,SKU-1001,24
2024-07-31,SKU-1001,36
2024-08-01,SKU-1001,21
2024-08-02,SKU-1001,34
2024-08-03,SKU-1001,33
2024-08-04,SKU-1001,36
2024-08-05,SKU-1001,17
2024-08-06,SKU-1001,21
2024-08-07,SKU-1001,31
2024-08-08,SKU-1001,17
2024-08-09,SKU-1001,10
2024-08-10,SKU-1001,32
2024-08-11,SKU-1001,33
2024-08-12,SKU-1001,41
2024-08-13,SKU-1001,25
2024-08-14,SKU-1001,10
2024-08-15,SKU-1001,29
2024-08-16,SKU-1001,28
2024-08-17,SKU-1001,34
2024-08-18,SKU-1001,23
2024-08-19,SKU-1001,23
2024-08-20,SKU-1001,20
2024-08-21,SKU-1001,18
2024-08-22,SKU-1001,20
2024-08-23,SKU-1001,27
2024-08-24,SKU-1001,29
2024-08-25,SKU-1001,11
2024-08-26,SKU-1001,23
2024-08-27,SKU-1001,16
2024-08-28,SKU-1001,20
2024-08-29,SKU-1001,15
2024-08-30,SKU-1001,22
2024-08-31,SKU-1001,14
2024-09-01,SKU-1001,41
2024-09-02,SKU-1001,37
2024-09-03,SKU-1001,26
2024-09-04,SKU-1001,34
2024-09-05,SKU-1001,33
2024-09-06,SKU-1001,19
2024-09-07,SKU-1001,33
2024-09-08,SKU-1001,27
2024-09-09,SKU-1001,26
2024-09-10,SKU-1001,28
2024-09-11,SKU-1001,33
2024-09-12,SKU-1001,41
2024-09-13,SKU-1001,37
2024-09-14,SKU-1001,16
2024-09-15,SKU-1001,30
2024-09-16,SKU-1001,16
2024-09-17,SKU-1001,22
2024-09-18,SKU-1001,32
2024-09-19,SKU-1001,12
2024-09-20,SKU-1001,27
2024-09-21,SKU-1001,44
2024-09-22,SKU-1001,30
2024-09-23,SKU-1001,17
2024-09-24,SKU-1001,2
2024-09-25,SKU-1001,15
2024-09-26,SKU-1001,25
2024-09-27,SKU-1001,25
2024-09-28,SKU-1001,22
2024-09-29,SKU-1001,50
2024-09-30,SKU-1001,18
2024-10-01,SKU-1001,31
2024-10-02,SKU-1001,17
2024-10-03,SKU-1001,26
2024-10-04,SKU-1001,23
2024-10-05,SKU-1001,35
2024-10-06,SKU-1001,16
2024-10-07,SKU-1001,26
2024-10-08,SKU-1001,29
2024-10-09,SKU-1001,11
2024-10-10,SKU-1001,14
2024-10-11,SKU-1001,22
2024-10-12,SKU-1001,36
2024-10-13,SKU-1001,40
2024-10-14,SKU-1001,20
2024-10-15,SKU-1001,19
2024-10-16,SKU-1001,28
2024-10-17,SKU-1001,11
2024-10-18,SKU-1001,36
2024-10-19,SKU-1001,28
2024-10-20,SKU-1001,25
2024-10-21,SKU-1001,26
2024-10-22,SKU-1001,22
2024-10-23,SKU-1001,41
2024-10-24,SKU-1001,13
2024-10-25,SKU-1001,22
2024-10-26,SKU-1001,43
2024-10-27,SKU-1001,32
2024-10-28,SKU-1001,28
2024-10-29,SKU-1001,2
2024-10-30,SKU-1001,33
2024-10-31,SKU-1001,22
2024-11-01,SKU-1001,24
2024-11-02,SKU-1001,40
2024-11-03,SKU-1001,41
2024-11-04,SKU-1001,30
2024-11-05,SKU-1001,24
2024-11-06,SKU-1001,25
2024-11-07,SKU-1001,12
2024-11-08,SKU-1001,30
2024-11-09,SKU-1001,35
2024-11-10,SKU-1001,46
2024-11-11,SKU-1001,24
2024-11-12,SKU-1001,49
2024-11-13,SKU-1001,47
2024-11-14,SKU-1001,30
2024-11-15,SKU-1001,33
2024-11-16,SKU-1001,34
2024-11-17,SKU-1001,54
2024-11-18,SKU-1001,34
2024-11-19,SKU-1001,13
2024-11-20,SKU-1001,37
2024-11-21,SKU-1001,31
2024-11-22,SKU-1001,19
2024-11-23,SKU-1001,45
2024-11-24,SKU-1001,43
2024-11-25,SKU-1001,28
2024-11-26,SKU-1001,37
2024-11-27,SKU-1001,32
2024-11-28,SKU-1001,37
2024-11-29,SKU-1001,37
2024-11-30,SKU-1001,37
2024-12-01,SKU-1001,34
2024-12-02,SKU-1001,24
2024-12-03,SKU-1001,41
2024-12-04,SKU-1001,37
2024-12-05,SKU-1001,31
2024-12-06,SKU-1001,33
2024-12-07,SKU-1001,48
2024-12-08,SKU-1001,37
2024-12-09,SKU-1001,23
2024-12-10,SKU-1001,50
2024-12-11,SKU-1001,34
2024-12-12,SKU-1001,29
2024-12-13,SKU-1001,31
2024-12-14,SKU-1001,30
2024-12-15,SKU-1001,49
2024-12-16,SKU-1001,21
2024-12-17,SKU-1001,39
2024-12-18,SKU-1001,34
2024-12-19,SKU-1001,23
2024-12-20,SKU-1001,32
2024-12-21,SKU-1001,38
2024-12-22,SKU-1001,46
2024-12-23,SKU-1001,23
2024-12-24,SKU-1001,14
2024-12-25,SKU-1001,38
2024-12-26,SKU-1001,35
2024-12-27,SKU-1001,34
2024-12-28,SKU-1001,39
2024-12-29,SKU-1001,39
2024-12-30,SKU-1001,39
2024-12-31,SKU-1001,24
2023-01-01,SKU-1002,52
2023-01-02,SKU-1002,30
2023-01-03,SKU-1002,23
2023-01-04,SKU-1002,27
2023-01-05,SKU-1002,54
2023-01-06,SKU-1002,30
2023-01-07,SKU-1002,34
2023-01-08,SKU-1002,63
2023-01-09,SKU-1002,38
2023-01-10,SKU-1002,43
2023-01-11,SKU-1002,44
2023-01-12,SKU-1002,34
2023-01-13,SKU-1002,29
2023-01-14,SKU-1002,29
2023-01-15,SKU-1002,18
2023-01-16,SKU-1002,46
2023-01-17,SKU-1002,23
2023-01-18,SKU-1002,34
2023-01-19,SKU-1002,44
2023-01-20,SKU-1002,32
2023-01-21,SKU-1002,32
2023-01-22,SKU-1002,19
2023-01-23,SKU-1002,45
2023-01-24,SKU-1002,25
2023-01-25,SKU-1002,43
2023-01-26,SKU-1002,20
2023-01-27,SKU-1002,46
2023-01-28,SKU-1002,38
2023-01-29,SKU-1002,36
2023-01-30,SKU-1002,38
2023-01-31,SKU-1002,18
2023-02-01,SKU-1002,24
2023-02-02,SKU-1002,30
2023-02-03,SKU-1002,33
2023-02-04,SKU-1002,58
2023-02-05,SKU-1002,69
2023-02-06,SKU-1002,43
2023-02-07,SKU-1002,37
2023-02-08,SKU-1002,47
2023-02-09,SKU-1002,10
2023-02-10,SKU-1002,54
2023-02-11,SKU-1002,43
2023-02-12,SKU-1002,43
2023-02-13,SKU-1002,51
2023-02-14,SKU-1002,20
2023-02-15,SKU-1002,39
2023-02-16,SKU-1002,34
2023-02-17,SKU-1002,41
2023-02-18,SKU-1002,44
2023-02-19,SKU-1002,48
2023-02-20,SKU-1002,24
2023-02-21,SKU-1002,43
2023-02-22,SKU-1002,42
2023-02-23,SKU-1002,48
2023-02-24,SKU-1002,54
2023-02-25,SKU-1002,25
2023-02-26,SKU-1002,57
2023-02-27,SKU-1002,39
2023-02-28,SKU-1002,18
2023-03-01,SKU-1002,28
2023-03-02,SKU-1002,30
2023-03-03,SKU-1002,16
2023-03-04,SKU-1002,44
2023-03-05,SKU-1002,8
2023-03-06,SKU-1002,33
2023-03-07,SKU-1002,37
2023-03-08,SKU-1002,46
2023-03-09,SKU-1002,36
2023-03-10,SKU-1002,33
2023-03-11,SKU-1002,32
2023-03-12,SKU-1002,19
2023-03-13,SKU-1002,38
2023-03-14,SKU-1002,32
2023-03-15,SKU-1002,30
2023-03-16,SKU-1002,44
2023-03-17,SKU-1002,25
2023-03-18,SKU-1002,41
2023-03-19,SKU-1002,39
2023-03-20,SKU-1002,29
2023-03-21,SKU-1002,35
2023-03-22,SKU-1002,25
2023-03-23,SKU-1002,33
2023-03-24,SKU-1002,41
2023-03-25,SKU-1002,45
2023-03-26,SKU-1002,55
2023-03-27,SKU-1002,46
2023-03-28,SKU-1002,21
2023-03-29,SKU-1002,17
2023-03-30,SKU-1002,34
2023-03-31,SKU-1002,36
2023-04-01,SKU-1002,60
2023-04-02,SKU-1002,38
2023-04-03,SKU-1002,33
2023-04-04,SKU-1002,32
2023-04-05,SKU-1002,42
2023-04-06,SKU-1002,11
2023-04-07,SKU-1002,38
2023-04-08,SKU-1002,41
2023-04-09,SKU-1002,49
2023-04-10,SKU-1002,17
2023-04-11,SKU-1002,31
2023-04-12,SKU-1002,54
2023-04-13,SKU-1002,30
2023-04-14,SKU-1002,39
2023-04-15,SKU-1002,43
2023-04-16,SKU-1002,50
2023-04-17,SKU-1002,60
2023-04-18,SKU-1002,40
2023-04-19,SKU-1002,32
2023-04-20,SKU-1002,18
2023-04-21,SKU-1002,26
2023-04-22,SKU-1002,26
2023-04-23,SKU-1002,50
2023-04-24,SKU-1002,40
2023-04-25,SKU-1002,40
2023-04-26,SKU-1002,48
2023-04-27,SKU-1002,31
2023-04-28,SKU-1002,29
2023-04-29,SKU-1002,19
2023-04-30,SKU-1002,56
2023-05-01,SKU-1002,22
2023-05-02,SKU-1002,28
2023-05-03,SKU-1002,47
2023-05-04,SKU-1002,10
2023-05-05,SKU-1002,30
2023-05-06,SKU-1002,58
2023-05-07,SKU-1002,17
2023-05-08,SKU-1002,31
2023-05-09,SKU-1002,25
2023-05-10,SKU-1002,17
2023-05-11,SKU-1002,38
2023-05-12,SKU-1002,35
2023-05-13,SKU-1002,48
2023-05-14,SKU-1002,47
2023-05-15,SKU-1002,13
2023-05-16,SKU-1002,33
2023-05-17,SKU-1002,26
2023-05-18,SKU-1002,45
2023-05-19,SKU-1002,37
2023-05-20,SKU-1002,29
2023-05-21,SKU-1002,30
2023-05-22,SKU-1002,29
